dataset,node,direction,entropy
slashdot090221,12653,out,0.9656361333706098
slashdot090221,12653,in,0.9709505944546686
slashdot090221,12654,out,0.0
slashdot090221,12654,in,0.8112781244591328
slashdot090221,12655,out,0.0
slashdot090221,12655,in,0.5746356978376794
slashdot090221,12656,out,0.9886994082884974
slashdot090221,12656,in,0.9798687566511528
slashdot090221,12662,out,0.0
slashdot090221,12662,in,0.9182958340544896
slashdot090221,12663,out,0.0
slashdot090221,12663,in,1.0
slashdot090221,12664,out,0.0
slashdot090221,12664,in,1.0
slashdot090221,12670,out,0.3227569588973983
slashdot090221,12670,in,1.0
slashdot090221,12673,out,0.0
slashdot090221,12673,in,0.5435644431995964
slashdot090221,12675,out,0.0
slashdot090221,12675,in,0.9852281360342515
slashdot090221,12678,out,0.0
slashdot090221,12678,in,1.0
slashdot090221,12680,out,1.0
slashdot090221,12680,in,0.9182958340544896
slashdot090221,12681,out,0.0
slashdot090221,12681,in,1.0
slashdot090221,12683,out,0.9182958340544896
slashdot090221,12683,in,0.9182958340544896
slashdot090221,12685,out,0.0
slashdot090221,12685,in,0.9043814577244937
slashdot090221,12687,out,0.9709505944546686
slashdot090221,12687,in,0.7219280948873623
slashdot090221,12689,out,0.0
slashdot090221,12689,in,0.5916727785823275
slashdot090221,12690,out,0.5032583347756457
slashdot090221,12690,in,0.9709505944546686
slashdot090221,12692,out,0.0
slashdot090221,12692,in,0.0
slashdot090221,12693,out,0.0
slashdot090221,12693,in,0.0
slashdot090221,12694,out,0.0
slashdot090221,12694,in,0.9612366047228759
slashdot090221,12696,out,0.0
slashdot090221,12696,in,0.0
slashdot090221,12697,out,0.0
slashdot090221,12697,in,0.0
slashdot090221,12699,out,0.5916727785823275
slashdot090221,12699,in,0.23519338181924138
slashdot090221,12700,out,1.0
slashdot090221,12700,in,0.0
slashdot090221,12701,out,0.0
slashdot090221,12701,in,0.0
slashdot090221,12702,out,0.0
slashdot090221,12702,in,0.3912435636292555
slashdot090221,12703,out,0.3712323266408755
slashdot090221,12703,in,0.9922666387194963
slashdot090221,12704,out,0.6500224216483541
slashdot090221,12704,in,0.9895875212220556
slashdot090221,12705,out,0.779349837292085
slashdot090221,12705,in,0.6500224216483541
slashdot090221,12706,out,0.4798320236161285
slashdot090221,12706,in,0.4394969869215134
slashdot090221,12709,out,0.0
slashdot090221,12709,in,0.0
slashdot090221,12711,out,0.9182958340544896
slashdot090221,12711,in,0.9806857319036602
slashdot090221,12712,out,0.0
slashdot090221,12712,in,0.3912435636292555
slashdot090221,12714,out,0.0
slashdot090221,12714,in,0.0
slashdot090221,12716,out,0.8554508105601306
slashdot090221,12716,in,0.5435644431995964
slashdot090221,12718,out,0.0
slashdot090221,12718,in,0.9182958340544896
slashdot090221,12722,out,0.0
slashdot090221,12722,in,0.5916727785823275
slashdot090221,12723,out,0.8112781244591328
slashdot090221,12723,in,0.0
slashdot090221,12724,out,0.9910760598382222
slashdot090221,12724,in,0.9182958340544896
slashdot090221,12726,out,0.5032583347756459
slashdot090221,12726,in,0.0
slashdot090221,12731,out,0.0
slashdot090221,12731,in,0.0
slashdot090221,12732,out,0.0
slashdot090221,12732,in,0.0
slashdot090221,12733,out,0.0
slashdot090221,12733,in,0.0
slashdot090221,12736,out,0.0
slashdot090221,12736,in,0.0
slashdot090221,12739,out,0.0
slashdot090221,12739,in,0.7219280948873623
slashdot090221,12742,out,0.0
slashdot090221,12742,in,0.0
slashdot090221,12744,out,0.0
slashdot090221,12744,in,0.7219280948873623
slashdot090221,12746,out,0.0
slashdot090221,12746,in,0.0
slashdot090221,12748,out,0.0
slashdot090221,12748,in,0.0
slashdot090221,12749,out,0.0
slashdot090221,12749,in,0.9709505944546686
slashdot090221,12754,out,0.0
slashdot090221,12754,in,0.3712323266408755
slashdot090221,12757,out,0.0
slashdot090221,12757,in,0.9182958340544896
slashdot090221,12758,out,0.0
slashdot090221,12758,in,0.0
slashdot090221,12759,out,0.0
slashdot090221,12759,in,0.0
slashdot090221,12764,out,0.9760206482366149
slashdot090221,12764,in,0.8453509366224364
slashdot090221,12765,out,0.8112781244591328
slashdot090221,12765,in,1.0
slashdot090221,12766,out,0.0
slashdot090221,12766,in,0.9182958340544896
slashdot090221,12767,out,0.9418285354475157
slashdot090221,12767,in,0.0
slashdot090221,12768,out,0.6840384356390417
slashdot090221,12768,in,0.0
slashdot090221,12769,out,0.5916727785823275
slashdot090221,12769,in,0.0
slashdot090221,12770,out,0.9509560484549725
slashdot090221,12770,in,0.9798687566511528
slashdot090221,12771,out,0.9132401614300725
slashdot090221,12771,in,0.9852281360342515
slashdot090221,12772,out,0.0
slashdot090221,12772,in,0.6343095546405662
slashdot090221,12775,out,0.0
slashdot090221,12775,in,0.9957274520849255
slashdot090221,12776,out,0.0
slashdot090221,12776,in,0.8739810481273578
slashdot090221,12777,out,0.0
slashdot090221,12777,in,0.0
slashdot090221,12778,out,0.7871265862012691
slashdot090221,12778,in,0.5032583347756459
slashdot090221,12779,out,0.0
slashdot090221,12779,in,0.9709505944546686
slashdot090221,12782,out,0.0
slashdot090221,12782,in,0.7219280948873623
slashdot090221,12785,out,0.7219280948873623
slashdot090221,12785,in,0.7642045065086203
slashdot090221,12786,out,0.0
slashdot090221,12786,in,0.0
slashdot090221,12788,out,0.0
slashdot090221,12788,in,0.0
slashdot090221,12789,out,0.0
slashdot090221,12789,in,0.7642045065086203
slashdot090221,12790,out,0.0
slashdot090221,12790,in,0.0
slashdot090221,12791,out,0.6840384356390417
slashdot090221,12791,in,0.5665095065529052
slashdot090221,12792,out,0.0
slashdot090221,12792,in,0.863120568566631
slashdot090221,12793,out,0.5081408784843806
slashdot090221,12793,in,0.954434002924965
slashdot090221,12794,out,0.0
slashdot090221,12794,in,0.954434002924965
slashdot090221,12795,out,0.0
slashdot090221,12795,in,0.8112781244591328
slashdot090221,12796,out,0.0
slashdot090221,12796,in,0.8112781244591328
slashdot090221,12798,out,0.7732266742876345
slashdot090221,12798,in,0.0
slashdot090221,12800,out,0.8904916402194913
slashdot090221,12800,in,0.7062740891876007
slashdot090221,12801,out,0.8879763195151349
slashdot090221,12801,in,0.8453509366224364
slashdot090221,12805,out,0.0
slashdot090221,12805,in,0.8224042259549891
slashdot090221,12808,out,0.9182958340544896
slashdot090221,12808,in,0.5665095065529052
slashdot090221,12809,out,0.0
slashdot090221,12809,in,0.4689955935892811
slashdot090221,12811,out,0.0
slashdot090221,12811,in,0.9182958340544896
slashdot090221,12812,out,0.4854607607459134
slashdot090221,12812,in,0.0
slashdot090221,12813,out,0.0
slashdot090221,12813,in,0.0
slashdot090221,12815,out,0.0
slashdot090221,12815,in,0.0
slashdot090221,12816,out,0.7642045065086203
slashdot090221,12816,in,0.0
slashdot090221,12822,out,0.74959525725948
slashdot090221,12822,in,0.5435644431995964
slashdot090221,12824,out,0.0
slashdot090221,12824,in,0.6500224216483541
slashdot090221,12825,out,0.863120568566631
slashdot090221,12825,in,0.0
slashdot090221,12827,out,0.0
slashdot090221,12827,in,0.6193821946787638
slashdot090221,12828,out,0.9709505944546686
slashdot090221,12828,in,0.9182958340544896
slashdot090221,12829,out,0.7642045065086203
slashdot090221,12829,in,0.8904916402194913
slashdot090221,12831,out,0.8879763195151349
slashdot090221,12831,in,0.4537163391869448
slashdot090221,12832,out,0.0
slashdot090221,12832,in,0.0
slashdot090221,12834,out,0.9612366047228759
slashdot090221,12834,in,0.5524951143251111
slashdot090221,12835,out,0.0
slashdot090221,12835,in,0.0
slashdot090221,12836,out,0.9182958340544896
slashdot090221,12836,in,0.6193821946787638
slashdot090221,12841,out,0.0
slashdot090221,12841,in,0.18312206830137284
slashdot090221,12842,out,1.0
slashdot090221,12842,in,0.9852281360342515
slashdot090221,12843,out,0.0
slashdot090221,12843,in,0.9967916319816366
slashdot090221,12846,out,0.0
slashdot090221,12846,in,0.7642045065086203
slashdot090221,12849,out,0.0
slashdot090221,12849,in,0.9456603046006401
slashdot090221,12850,out,0.0
slashdot090221,12850,in,0.0
slashdot090221,12852,out,0.0
slashdot090221,12852,in,0.0
slashdot090221,12854,out,0.74959525725948
slashdot090221,12854,in,0.7219280948873623
slashdot090221,12858,out,0.6500224216483541
slashdot090221,12858,in,0.0
slashdot090221,12860,out,0.0
slashdot090221,12860,in,0.0
slashdot090221,12861,out,0.0
slashdot090221,12861,in,0.9256859869821299
slashdot090221,12863,out,0.0
slashdot090221,12863,in,0.0
slashdot090221,12864,out,0.0
slashdot090221,12864,in,0.0
slashdot090221,12865,out,0.0
slashdot090221,12865,in,0.0
slashdot090221,12866,out,0.0
slashdot090221,12866,in,0.0
slashdot090221,12868,out,0.0
slashdot090221,12868,in,0.5032583347756459
slashdot090221,12869,out,0.0
slashdot090221,12869,in,0.4537163391869448
slashdot090221,12870,out,0.0
slashdot090221,12870,in,0.0
slashdot090221,12871,out,0.0
slashdot090221,12871,in,0.0
slashdot090221,12872,out,0.0
slashdot090221,12872,in,0.0
slashdot090221,12874,out,0.0
slashdot090221,12874,in,0.9182958340544896
slashdot090221,12875,out,0.0
slashdot090221,12875,in,0.5225593745369408
slashdot090221,12876,out,0.0
slashdot090221,12876,in,0.9043814577244937
slashdot090221,12877,out,0.4586858162005404
slashdot090221,12877,in,0.7553754125614287
slashdot090221,12880,out,0.6840384356390417
slashdot090221,12880,in,0.0
slashdot090221,12881,out,0.0
slashdot090221,12881,in,0.0
slashdot090221,12883,out,0.0
slashdot090221,12883,in,0.4689955935892811
slashdot090221,12887,out,0.0
slashdot090221,12887,in,0.9182958340544896
slashdot090221,12890,out,0.0
slashdot090221,12890,in,0.8366407419411672
slashdot090221,12891,out,0.7219280948873623
slashdot090221,12891,in,0.35335933502142136
slashdot090221,12893,out,0.2285381439535282
slashdot090221,12893,in,0.0
slashdot090221,12894,out,0.0
slashdot090221,12894,in,0.0
slashdot090221,12895,out,0.0
slashdot090221,12895,in,0.0
slashdot090221,12896,out,0.9313043685793763
slashdot090221,12896,in,0.6343095546405662
slashdot090221,12899,out,0.0
slashdot090221,12899,in,0.0
slashdot090221,12900,out,0.5293608652873644
slashdot090221,12900,in,0.8812908992306927
slashdot090221,12903,out,0.0
slashdot090221,12903,in,1.0
slashdot090221,12904,out,0.0
slashdot090221,12904,in,0.0
slashdot090221,12905,out,0.8412367762002599
slashdot090221,12905,in,0.3912435636292555
slashdot090221,12907,out,0.5435644431995964
slashdot090221,12907,in,1.0
slashdot090221,12908,out,0.3912435636292555
slashdot090221,12908,in,0.0
slashdot090221,12910,out,0.9981756564296052
slashdot090221,12910,in,0.863120568566631
slashdot090221,12911,out,0.9447388286467892
slashdot090221,12911,in,0.8453509366224364
slashdot090221,12912,out,0.954434002924965
slashdot090221,12912,in,1.0
slashdot090221,12913,out,0.0
slashdot090221,12913,in,0.5916727785823275
slashdot090221,12914,out,0.0
slashdot090221,12914,in,0.7045767128725937
slashdot090221,12916,out,0.0
slashdot090221,12916,in,0.0
slashdot090221,12917,out,0.0
slashdot090221,12917,in,0.0
slashdot090221,12918,out,0.9971803988942642
slashdot090221,12918,in,0.9927744539878083
slashdot090221,12919,out,0.0
slashdot090221,12919,in,0.0
slashdot090221,12920,out,0.0
slashdot090221,12920,in,0.0
slashdot090221,12925,out,0.6152538910563409
slashdot090221,12925,in,0.0
slashdot090221,12927,out,0.0
slashdot090221,12927,in,0.0
slashdot090221,12929,out,0.0
slashdot090221,12929,in,0.8112781244591328
slashdot090221,12933,out,0.0
slashdot090221,12933,in,0.0
slashdot090221,12934,out,0.0
slashdot090221,12934,in,0.3313056130577886
slashdot090221,12935,out,0.0
slashdot090221,12935,in,0.9709505944546686
slashdot090221,12937,out,0.0
slashdot090221,12937,in,0.0
slashdot090221,12939,out,0.0
slashdot090221,12939,in,0.0
slashdot090221,12940,out,0.0
slashdot090221,12940,in,0.0
slashdot090221,12941,out,0.6193821946787638
slashdot090221,12941,in,1.0
slashdot090221,12943,out,0.3912435636292555
slashdot090221,12943,in,0.5916727785823275
slashdot090221,12950,out,0.0
slashdot090221,12950,in,0.3912435636292555
slashdot090221,12952,out,0.0
slashdot090221,12952,in,0.0
slashdot090221,12954,out,0.45162282218200417
slashdot090221,12954,in,1.0
slashdot090221,12955,out,1.0
slashdot090221,12955,in,0.0
slashdot090221,12956,out,0.0
slashdot090221,12956,in,0.0
slashdot090221,12959,out,0.0
slashdot090221,12959,in,0.0
slashdot090221,12960,out,1.0
slashdot090221,12960,in,0.9798687566511528
slashdot090221,12963,out,0.9940302114769565
slashdot090221,12963,in,0.6840384356390417
slashdot090221,12965,out,0.0
slashdot090221,12965,in,0.0
slashdot090221,12967,out,0.8497511372532974
slashdot090221,12967,in,0.7106768538561228
slashdot090221,12968,out,0.0
slashdot090221,12968,in,0.6136190195993707
slashdot090221,12969,out,0.0
slashdot090221,12969,in,0.0
slashdot090221,12972,out,0.0
slashdot090221,12972,in,0.0
slashdot090221,12976,out,0.0
slashdot090221,12976,in,0.0
slashdot090221,12977,out,0.7578784625383954
slashdot090221,12977,in,0.5032583347756459
slashdot090221,12981,out,0.0
slashdot090221,12981,in,0.0
slashdot090221,12982,out,0.5032583347756459
slashdot090221,12982,in,0.0
slashdot090221,12985,out,0.0
slashdot090221,12985,in,1.0
slashdot090221,12986,out,0.0
slashdot090221,12986,in,0.0
slashdot090221,12987,out,0.0
slashdot090221,12987,in,0.0
slashdot090221,12991,out,0.4798320236161285
slashdot090221,12991,in,0.672294817075638
slashdot090221,12995,out,0.9108783787500366
slashdot090221,12995,in,0.6193821946787638
slashdot090221,12996,out,0.0
slashdot090221,12996,in,0.0
slashdot090221,12999,out,0.0
slashdot090221,12999,in,0.6500224216483541
slashdot090221,13001,out,0.0
slashdot090221,13001,in,0.0
slashdot090221,13002,out,0.0
slashdot090221,13002,in,0.0
slashdot090221,13004,out,0.0
slashdot090221,13004,in,0.0
slashdot090221,13005,out,0.0
slashdot090221,13005,in,0.8453509366224364
slashdot090221,13008,out,0.0
slashdot090221,13008,in,0.7062740891876007
slashdot090221,13009,out,0.09183716557777416
slashdot090221,13009,in,0.3712323266408755
slashdot090221,13015,out,0.0
slashdot090221,13015,in,0.0
slashdot090221,13017,out,0.3227569588973983
slashdot090221,13017,in,0.0
slashdot090221,13018,out,0.0
slashdot090221,13018,in,0.0
slashdot090221,13019,out,0.5435644431995964
slashdot090221,13019,in,0.769820580858819
slashdot090221,13021,out,0.5435644431995964
slashdot090221,13021,in,0.0
slashdot090221,13022,out,0.4394969869215134
slashdot090221,13022,in,0.0
slashdot090221,13023,out,0.672294817075638
slashdot090221,13023,in,0.5032583347756459
slashdot090221,13024,out,0.3912435636292555
slashdot090221,13024,in,0.0
slashdot090221,13025,out,0.9975025463691152
slashdot090221,13025,in,0.9940302114769565
slashdot090221,13026,out,0.0
slashdot090221,13026,in,0.8812908992306927
slashdot090221,13027,out,0.0
slashdot090221,13027,in,0.0
slashdot090221,13028,out,0.0
slashdot090221,13028,in,0.9182958340544896
slashdot090221,13029,out,0.0
slashdot090221,13029,in,0.0
slashdot090221,13030,out,0.0
slashdot090221,13030,in,0.3095434291503253
slashdot090221,13033,out,0.0
slashdot090221,13033,in,0.0
slashdot090221,13034,out,0.0
slashdot090221,13034,in,0.5435644431995964
slashdot090221,13035,out,0.0
slashdot090221,13035,in,0.3533593350214213
slashdot090221,13036,out,0.11190990870168424
slashdot090221,13036,in,0.5032583347756459
slashdot090221,13037,out,0.20062232431271465
slashdot090221,13037,in,0.9182958340544896
slashdot090221,13038,out,0.0
slashdot090221,13038,in,0.9182958340544896
slashdot090221,13039,out,0.0
slashdot090221,13039,in,0.0
slashdot090221,13042,out,0.0
slashdot090221,13042,in,0.8812908992306927
slashdot090221,13043,out,0.0
slashdot090221,13043,in,0.6631968402398287
slashdot090221,13044,out,0.0
slashdot090221,13044,in,0.863120568566631
slashdot090221,13047,out,0.0
slashdot090221,13047,in,0.9182958340544896
slashdot090221,13050,out,0.0
slashdot090221,13050,in,1.0
slashdot090221,13052,out,0.0
slashdot090221,13052,in,0.9804679314541813
slashdot090221,13053,out,0.6500224216483541
slashdot090221,13053,in,0.9182958340544896
slashdot090221,13054,out,0.0
slashdot090221,13054,in,1.0
slashdot090221,13058,out,0.0
slashdot090221,13058,in,0.9182958340544896
slashdot090221,13059,out,0.6098403047164005
slashdot090221,13059,in,0.7219280948873623
slashdot090221,13065,out,0.7219280948873623
slashdot090221,13065,in,0.0
slashdot090221,13066,out,0.0
slashdot090221,13066,in,0.0
slashdot090221,13074,out,0.24229218908241493
slashdot090221,13074,in,0.9182958340544896
slashdot090221,13075,out,0.9009026954478969
slashdot090221,13075,in,0.863120568566631
slashdot090221,13076,out,0.11684976092365482
slashdot090221,13076,in,0.0
slashdot090221,13078,out,0.6962122601251458
slashdot090221,13078,in,0.8779620013943913
slashdot090221,13079,out,0.0
slashdot090221,13079,in,0.7219280948873623
slashdot090221,13080,out,0.40217919020227266
slashdot090221,13080,in,0.3372900666170139
slashdot090221,13081,out,0.9471399631791816
slashdot090221,13081,in,0.9811522341999133
slashdot090221,13087,out,1.0
slashdot090221,13087,in,0.4689955935892811
slashdot090221,13088,out,0.0
slashdot090221,13088,in,0.3227569588973983
slashdot090221,13090,out,0.0
slashdot090221,13090,in,0.0
slashdot090221,13091,out,0.7335379291086666
slashdot090221,13091,in,0.9352691398683566
slashdot090221,13092,out,0.0
slashdot090221,13092,in,0.9432261548473415
slashdot090221,13095,out,0.5746356978376794
slashdot090221,13095,in,0.3712323266408755
slashdot090221,13096,out,0.9975025463691152
slashdot090221,13096,in,0.8571484374283715
slashdot090221,13097,out,0.5328350630342233
slashdot090221,13097,in,0.8478617451660525
slashdot090221,13098,out,0.5916727785823275
slashdot090221,13098,in,0.9991421039919088
slashdot090221,13099,out,0.0
slashdot090221,13099,in,0.7219280948873623
slashdot090221,13101,out,0.7219280948873623
slashdot090221,13101,in,0.0
slashdot090221,13103,out,0.0
slashdot090221,13103,in,0.0
slashdot090221,13104,out,0.0
slashdot090221,13104,in,0.9852281360342515
slashdot090221,13105,out,0.0
slashdot090221,13105,in,0.0
slashdot090221,13107,out,0.0
slashdot090221,13107,in,0.0
slashdot090221,13110,out,0.0
slashdot090221,13110,in,0.0
slashdot090221,13111,out,0.9564574047992594
slashdot090221,13111,in,0.6840384356390417
slashdot090221,13112,out,0.32744491915447643
slashdot090221,13112,in,0.0
slashdot090221,13113,out,0.863120568566631
slashdot090221,13113,in,0.0
slashdot090221,13114,out,0.8453509366224364
slashdot090221,13114,in,0.9182958340544896
slashdot090221,13115,out,0.7024665512903903
slashdot090221,13115,in,0.5916727785823275
slashdot090221,13116,out,0.8812908992306927
slashdot090221,13116,in,0.0
slashdot090221,13119,out,0.8366407419411672
slashdot090221,13119,in,0.7793498372920853
slashdot090221,13120,out,0.8904916402194913
slashdot090221,13120,in,0.0
slashdot090221,13121,out,0.41381685030363385
slashdot090221,13121,in,0.8453509366224364
slashdot090221,13123,out,0.0
slashdot090221,13123,in,0.0
slashdot090221,13124,out,0.828055725379504
slashdot090221,13124,in,0.0
slashdot090221,13125,out,0.0
slashdot090221,13125,in,0.5435644431995964
slashdot090221,13126,out,0.0
slashdot090221,13126,in,0.8112781244591328
slashdot090221,13127,out,0.0
slashdot090221,13127,in,0.0
slashdot090221,13128,out,0.0
slashdot090221,13128,in,0.0
slashdot090221,13129,out,0.0
slashdot090221,13129,in,0.5435644431995964
slashdot090221,13132,out,0.0
slashdot090221,13132,in,0.6500224216483541
slashdot090221,13133,out,0.0
slashdot090221,13133,in,0.0
slashdot090221,13134,out,1.0
slashdot090221,13134,in,0.0
slashdot090221,13137,out,0.3712323266408755
slashdot090221,13137,in,0.0
slashdot090221,13138,out,0.0
slashdot090221,13138,in,0.0
slashdot090221,13142,out,0.8112781244591328
slashdot090221,13142,in,0.0
slashdot090221,13143,out,0.3372900666170139
slashdot090221,13143,in,0.0
slashdot090221,13145,out,0.0
slashdot090221,13145,in,0.0
slashdot090221,13146,out,0.0
slashdot090221,13146,in,0.0
slashdot090221,13147,out,0.0
slashdot090221,13147,in,0.0
slashdot090221,13149,out,0.0
slashdot090221,13149,in,0.0
slashdot090221,13150,out,0.0
slashdot090221,13150,in,0.0
slashdot090221,13151,out,0.0
slashdot090221,13151,in,0.0
slashdot090221,13152,out,0.0
slashdot090221,13152,in,0.0
slashdot090221,13154,out,0.0
slashdot090221,13154,in,0.9182958340544896
slashdot090221,13157,out,0.5032583347756459
slashdot090221,13157,in,0.0
slashdot090221,13158,out,0.7642045065086203
slashdot090221,13158,in,0.5665095065529052
slashdot090221,13166,out,0.0
slashdot090221,13166,in,0.0
slashdot090221,13173,out,0.0
slashdot090221,13173,in,0.9182958340544896
slashdot090221,13174,out,0.3912435636292555
slashdot090221,13174,in,0.8112781244591328
slashdot090221,13175,out,0.9182958340544896
slashdot090221,13175,in,0.3912435636292555
slashdot090221,13176,out,0.0
slashdot090221,13176,in,0.0
slashdot090221,13177,out,0.9852281360342515
slashdot090221,13177,in,0.5916727785823275
slashdot090221,13179,out,0.0
slashdot090221,13179,in,0.8485481782946158
slashdot090221,13183,out,0.0
slashdot090221,13183,in,0.9971803988942642
slashdot090221,13184,out,0.0
slashdot090221,13184,in,0.5435644431995964
slashdot090221,13187,out,0.8892881527272397
slashdot090221,13187,in,0.863120568566631
slashdot090221,13188,out,0.9182958340544896
slashdot090221,13188,in,0.9709505944546686
slashdot090221,13190,out,0.6500224216483541
slashdot090221,13190,in,0.8997437586982626
slashdot090221,13195,out,0.9494520153879484
slashdot090221,13195,in,1.0
slashdot090221,13196,out,0.0
slashdot090221,13196,in,0.5349436990971066
slashdot090221,13197,out,0.7553754125614287
slashdot090221,13197,in,0.0
slashdot090221,13198,out,0.0
slashdot090221,13198,in,0.5032583347756459
slashdot090221,13200,out,0.0
slashdot090221,13200,in,1.0
slashdot090221,13201,out,0.8112781244591328
slashdot090221,13201,in,0.0
slashdot090221,13203,out,0.9736680645496201
slashdot090221,13203,in,0.9182958340544896
slashdot090221,13204,out,0.0
slashdot090221,13204,in,0.9182958340544896
slashdot090221,13205,out,0.0
slashdot090221,13205,in,0.4854607607459134
slashdot090221,13207,out,0.0
slashdot090221,13207,in,0.6500224216483541
slashdot090221,13209,out,0.0
slashdot090221,13209,in,0.0
slashdot090221,13211,out,0.9957274520849255
slashdot090221,13211,in,0.7382848661434506
slashdot090221,13212,out,0.0
slashdot090221,13212,in,0.9996437496778561
slashdot090221,13213,out,0.8904916402194913
slashdot090221,13213,in,0.8418521897563207
slashdot090221,13215,out,0.8865408928220899
slashdot090221,13215,in,0.8453509366224364
slashdot090221,13216,out,0.0
slashdot090221,13216,in,0.0
slashdot090221,13217,out,0.5674000613207493
slashdot090221,13217,in,0.9321115676166747
slashdot090221,13218,out,0.0
slashdot090221,13218,in,0.8524051786494786
slashdot090221,13220,out,0.9182958340544896
slashdot090221,13220,in,0.6500224216483541
slashdot090221,13223,out,0.0
slashdot090221,13223,in,0.0
slashdot090221,13224,out,0.0
slashdot090221,13224,in,0.9798687566511528
slashdot090221,13229,out,0.0
slashdot090221,13229,in,0.9182958340544896
slashdot090221,13232,out,0.9930554830121971
slashdot090221,13232,in,0.6500224216483541
slashdot090221,13235,out,0.8112781244591328
slashdot090221,13235,in,1.0
slashdot090221,13238,out,0.0
slashdot090221,13238,in,0.9293636260137187
slashdot090221,13239,out,0.5435644431995964
slashdot090221,13239,in,0.9709505944546686
slashdot090221,13240,out,0.7219280948873623
slashdot090221,13240,in,0.9182958340544896
slashdot090221,13241,out,0.0
slashdot090221,13241,in,0.7219280948873623
slashdot090221,13242,out,0.691289869405789
slashdot090221,13242,in,1.0
slashdot090221,13244,out,0.0
slashdot090221,13244,in,0.9182958340544896
slashdot090221,13245,out,0.11373720581949189
slashdot090221,13245,in,0.7540340561971326
slashdot090221,13247,out,0.9182958340544896
slashdot090221,13247,in,0.8112781244591328
slashdot090221,13248,out,1.0
slashdot090221,13248,in,0.5435644431995964
slashdot090221,13250,out,0.0
slashdot090221,13250,in,0.954434002924965
slashdot090221,13251,out,0.0
slashdot090221,13251,in,0.8112781244591328
slashdot090221,13252,out,0.0
slashdot090221,13252,in,1.0
slashdot090221,13255,out,0.1228389483127046
slashdot090221,13255,in,0.0
slashdot090221,13262,out,0.9456603046006401
slashdot090221,13262,in,0.8112781244591328
slashdot090221,13263,out,0.0
slashdot090221,13263,in,0.9182958340544896
slashdot090221,13264,out,0.41381685030363385
slashdot090221,13264,in,0.9182958340544896
slashdot090221,13265,out,0.3533593350214213
slashdot090221,13265,in,0.8904916402194913
slashdot090221,13267,out,0.0
slashdot090221,13267,in,0.5916727785823275
slashdot090221,13268,out,0.7344461802527669
slashdot090221,13268,in,0.8112781244591328
slashdot090221,13270,out,0.0
slashdot090221,13270,in,0.8112781244591328
slashdot090221,13271,out,0.0
slashdot090221,13271,in,0.9910760598382222
slashdot090221,13272,out,0.0
slashdot090221,13272,in,0.9456603046006401
slashdot090221,13274,out,1.0
slashdot090221,13274,in,0.996316519558962
slashdot090221,13278,out,0.0
slashdot090221,13278,in,1.0
slashdot090221,13279,out,0.8112781244591328
slashdot090221,13279,in,1.0
slashdot090221,13281,out,0.0
slashdot090221,13281,in,0.9182958340544896
slashdot090221,13284,out,0.9622623958249239
slashdot090221,13284,in,0.9402859586706311
slashdot090221,13285,out,0.8779620013943913
slashdot090221,13285,in,0.9182958340544896
slashdot090221,13289,out,0.0
slashdot090221,13289,in,0.0
slashdot090221,13290,out,0.9736680645496201
slashdot090221,13290,in,0.0
slashdot090221,13291,out,0.0
slashdot090221,13291,in,0.0
slashdot090221,13293,out,0.0
slashdot090221,13293,in,0.8960382325345574
slashdot090221,13295,out,0.9612366047228759
slashdot090221,13295,in,0.0
slashdot090221,13296,out,0.0
slashdot090221,13296,in,0.0
slashdot090221,13297,out,0.8112781244591328
slashdot090221,13297,in,0.0
slashdot090221,13298,out,0.0
slashdot090221,13298,in,0.9182958340544896
slashdot090221,13299,out,0.0
slashdot090221,13299,in,1.0
slashdot090221,13300,out,0.17203694935311387
slashdot090221,13300,in,0.405977038475571
slashdot090221,13303,out,0.0
slashdot090221,13303,in,1.0
slashdot090221,13304,out,0.0
slashdot090221,13304,in,0.0
slashdot090221,13305,out,0.0
slashdot090221,13305,in,0.24229218908241493
slashdot090221,13306,out,0.0
slashdot090221,13306,in,0.5127091420308771
slashdot090221,13308,out,0.0
slashdot090221,13308,in,0.6500224216483541
slashdot090221,13309,out,0.5916727785823273
slashdot090221,13309,in,0.8112781244591328
slashdot090221,13310,out,0.11190990870168424
slashdot090221,13310,in,0.6962122601251458
slashdot090221,13312,out,0.9182958340544896
slashdot090221,13312,in,0.0
slashdot090221,13313,out,0.0
slashdot090221,13313,in,1.0
slashdot090221,13317,out,0.9182958340544896
slashdot090221,13317,in,1.0
slashdot090221,13318,out,0.0
slashdot090221,13318,in,0.8112781244591328
slashdot090221,13319,out,0.5916727785823275
slashdot090221,13319,in,1.0
slashdot090221,13321,out,0.0
slashdot090221,13321,in,0.0
slashdot090221,13323,out,0.9943766625699824
slashdot090221,13323,in,0.9886994082884974
slashdot090221,13328,out,0.3372900666170139
slashdot090221,13328,in,0.7219280948873623
slashdot090221,13329,out,0.0
slashdot090221,13329,in,0.5916727785823275
slashdot090221,13330,out,0.0
slashdot090221,13330,in,1.0
slashdot090221,13331,out,0.9744894033980523
slashdot090221,13331,in,0.9886994082884974
slashdot090221,13332,out,0.0
slashdot090221,13332,in,0.0
slashdot090221,13335,out,0.0
slashdot090221,13335,in,0.0
slashdot090221,13336,out,0.0
slashdot090221,13336,in,0.0
slashdot090221,13337,out,1.0
slashdot090221,13337,in,0.0
slashdot090221,13338,out,0.0
slashdot090221,13338,in,0.0
slashdot090221,13341,out,0.0
