LEAD 4: NODE SIGN-ENTROPY HETEROGENEITY vs. AUC -- raw per-cell data (canonical, shared edges)
Same numbers as the PNGs / report.md tables, in plain text.

=== bitcoin-alpha | variant=out_out | binning=fixed | n_buckets=2 | model=walk_full ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.7500-0.7812	0.5312-0.5625	0.8601	24	
0.7812-0.8125	0.5312-0.5625	0.8346	33	
0.8125-0.8438	0.5312-0.5625	0.9670	20	
0.8438-0.8750	0.5312-0.5625	0.9375	42	
0.8750-0.9062	0.5312-0.5625	0.9545	21	
0.9062-0.9375	0.5312-0.5625	0.9233	40	
0.9375-0.9688	0.5312-0.5625	0.8505	39	
0.9688-1.0000	0.5312-0.5625	0.8340	86	
0.0000-0.0312	0.5625-0.5938	0.8909	399	
0.0312-0.0625	0.5625-0.5938		52	single_class
0.0625-0.0938	0.5625-0.5938		71	single_class
0.0938-0.1250	0.5625-0.5938	1.0000	60	
0.1250-0.1562	0.5625-0.5938		68	single_class
0.1562-0.1875	0.5625-0.5938	0.9931	51	
0.1875-0.2188	0.5625-0.5938		58	single_class
0.2188-0.2500	0.5625-0.5938	0.9570	65	
0.2500-0.2812	0.5625-0.5938		42	single_class
0.2812-0.3125	0.5625-0.5938	0.8607	61	
0.3125-0.3438	0.5625-0.5938	0.7927	43	
0.3438-0.3750	0.5625-0.5938	0.6653	54	
0.3750-0.4062	0.5625-0.5938	0.9032	34	
0.4062-0.4375	0.5625-0.5938	1.0000	49	
0.4375-0.4688	0.5625-0.5938	1.0000	36	
0.4688-0.5000	0.5625-0.5938	0.8438	36	
0.5000-0.5312	0.5625-0.5938	0.7688	37	
0.5312-0.5625	0.5625-0.5938	0.9192	31	
0.5625-0.5938	0.5625-0.5938	0.9310	32	
0.5938-0.6250	0.5625-0.5938	0.8897	39	
0.6250-0.6562	0.5625-0.5938	0.8167	40	
0.6562-0.6875	0.5625-0.5938	0.7689	41	
0.6875-0.7188	0.5625-0.5938	0.9807	32	
0.7188-0.7500	0.5625-0.5938	0.7727	42	
0.7500-0.7812	0.5625-0.5938	0.9714	36	
0.7812-0.8125	0.5625-0.5938	0.8045	32	
0.8125-0.8438	0.5625-0.5938	0.9339	22	
0.8438-0.8750	0.5625-0.5938	0.9943	46	
0.8750-0.9062	0.5625-0.5938	0.9659	38	
0.9062-0.9375	0.5625-0.5938	0.8136	60	
0.9375-0.9688	0.5625-0.5938	0.8873	41	
0.9688-1.0000	0.5625-0.5938	0.8294	102	
0.0000-0.0312	0.5938-0.6250	0.8612	280	
0.0312-0.0625	0.5938-0.6250		45	single_class
0.0625-0.0938	0.5938-0.6250	1.0000	63	
0.0938-0.1250	0.5938-0.6250	1.0000	50	
0.1250-0.1562	0.5938-0.6250		52	single_class
0.1562-0.1875	0.5938-0.6250	1.0000	55	
0.1875-0.2188	0.5938-0.6250	0.9151	55	
0.2188-0.2500	0.5938-0.6250	0.7981	54	
0.2500-0.2812	0.5938-0.6250		45	single_class
0.2812-0.3125	0.5938-0.6250		55	single_class
0.3125-0.3438	0.5938-0.6250	0.9297	66	
0.3438-0.3750	0.5938-0.6250	0.0238	43	
0.3750-0.4062	0.5938-0.6250	0.9060	42	
0.4062-0.4375	0.5938-0.6250	0.8106	37	
0.4375-0.4688	0.5938-0.6250	0.8279	48	
0.4688-0.5000	0.5938-0.6250	0.9559	36	
0.5000-0.5312	0.5938-0.6250	0.8333	35	
0.5312-0.5625	0.5938-0.6250	0.8974	32	
0.5625-0.5938	0.5938-0.6250	0.7772	31	
0.5938-0.6250	0.5938-0.6250	0.8783	28	
0.6250-0.6562	0.5938-0.6250	0.9630	30	
0.6562-0.6875	0.5938-0.6250	0.9712	30	
0.6875-0.7188	0.5938-0.6250	0.9424	36	
0.7188-0.7500	0.5938-0.6250	0.9771	32	
0.7500-0.7812	0.5938-0.6250	0.9400	39	
0.7812-0.8125	0.5938-0.6250	0.7182	50	
0.8125-0.8438	0.5938-0.6250	0.9792	25	
0.8438-0.8750	0.5938-0.6250	0.9407	33	
0.8750-0.9062	0.5938-0.6250	0.9855	32	
0.9062-0.9375	0.5938-0.6250	0.7366	36	
0.9375-0.9688	0.5938-0.6250	0.8869	30	
0.9688-1.0000	0.5938-0.6250	0.8660	79	
0.0000-0.0312	0.6250-0.6562	0.8579	400	
0.0312-0.0625	0.6250-0.6562		41	single_class
0.0625-0.0938	0.6250-0.6562		72	single_class
0.0938-0.1250	0.6250-0.6562	1.0000	58	
0.1250-0.1562	0.6250-0.6562		47	single_class
0.1562-0.1875	0.6250-0.6562	1.0000	61	
0.1875-0.2188	0.6250-0.6562	1.0000	71	
0.2188-0.2500	0.6250-0.6562	0.9267	53	
0.2500-0.2812	0.6250-0.6562	1.0000	44	
0.2812-0.3125	0.6250-0.6562	0.9811	54	
0.3125-0.3438	0.6250-0.6562		59	single_class
0.3438-0.3750	0.6250-0.6562	0.8632	43	
0.3750-0.4062	0.6250-0.6562	1.0000	22	
0.4062-0.4375	0.6250-0.6562	0.6857	38	
0.4375-0.4688	0.6250-0.6562	0.9203	49	
0.4688-0.5000	0.6250-0.6562	0.9839	33	
0.5000-0.5312	0.6250-0.6562	0.8152	43	
0.5312-0.5625	0.6250-0.6562	0.9054	41	
0.5625-0.5938	0.6250-0.6562	0.8259	36	
0.5938-0.6250	0.6250-0.6562	0.8227	36	
0.6250-0.6562	0.6250-0.6562	0.6267	34	
0.6562-0.6875	0.6250-0.6562	0.8594	32	
0.6875-0.7188	0.6250-0.6562	0.8615	32	
0.7188-0.7500	0.6250-0.6562	0.9356	43	
0.7500-0.7812	0.6250-0.6562	0.9929	34	
0.7812-0.8125	0.6250-0.6562	0.8052	36	
0.8125-0.8438	0.6250-0.6562	0.9701	31	
0.8438-0.8750	0.6250-0.6562	0.9333	46	
0.8750-0.9062	0.6250-0.6562	0.9250	36	
0.9062-0.9375	0.6250-0.6562	0.7778	51	
0.9375-0.9688	0.6250-0.6562	0.9341	40	
0.9688-1.0000	0.6250-0.6562	0.8222	89	
0.0000-0.0312	0.6562-0.6875	0.8242	292	
0.0312-0.0625	0.6562-0.6875		32	single_class
0.0625-0.0938	0.6562-0.6875		61	single_class
0.0938-0.1250	0.6562-0.6875	0.9906	55	
0.1250-0.1562	0.6562-0.6875	0.9783	47	
0.1562-0.1875	0.6562-0.6875	1.0000	60	
0.1875-0.2188	0.6562-0.6875	0.9664	71	
0.2188-0.2500	0.6562-0.6875	1.0000	55	
0.2500-0.2812	0.6562-0.6875	0.9764	57	
0.2812-0.3125	0.6562-0.6875	1.0000	52	
0.3125-0.3438	0.6562-0.6875	0.9907	48	
0.3438-0.3750	0.6562-0.6875	0.8571	37	
0.3750-0.4062	0.6562-0.6875	0.9926	38	
0.4062-0.4375	0.6562-0.6875	1.0000	30	
0.4375-0.4688	0.6562-0.6875	0.8611	42	
0.4688-0.5000	0.6562-0.6875	0.9529	39	
0.5000-0.5312	0.6562-0.6875	0.8706	39	
0.5312-0.5625	0.6562-0.6875	0.9881	43	
0.5625-0.5938	0.6562-0.6875	0.9803	42	
0.5938-0.6250	0.6562-0.6875	0.9182	27	
0.6250-0.6562	0.6562-0.6875	0.9493	29	
0.6562-0.6875	0.6562-0.6875	0.9870	33	
0.6875-0.7188	0.6562-0.6875	0.9474	32	
0.7188-0.7500	0.6562-0.6875	0.9594	50	
0.7500-0.7812	0.6562-0.6875	0.9771	35	
0.7812-0.8125	0.6562-0.6875	0.7852	40	
0.8125-0.8438	0.6562-0.6875	0.9091	36	
0.8438-0.8750	0.6562-0.6875	0.9655	43	
0.8750-0.9062	0.6562-0.6875	0.9968	36	
0.9062-0.9375	0.6562-0.6875	0.9460	38	
0.9375-0.9688	0.6562-0.6875	0.8889	39	
0.9688-1.0000	0.6562-0.6875	0.8524	92	
0.0000-0.0312	0.6875-0.7188	0.8732	315	
0.0312-0.0625	0.6875-0.7188		40	single_class
0.0625-0.0938	0.6875-0.7188		52	single_class
0.0938-0.1250	0.6875-0.7188	0.8125	42	
0.1250-0.1562	0.6875-0.7188	0.3026	40	
0.1562-0.1875	0.6875-0.7188	0.9674	48	
0.1875-0.2188	0.6875-0.7188	1.0000	70	
0.2188-0.2500	0.6875-0.7188	1.0000	42	
0.2500-0.2812	0.6875-0.7188	0.9397	60	
0.2812-0.3125	0.6875-0.7188	0.9957	51	
0.3125-0.3438	0.6875-0.7188	1.0000	41	
0.3438-0.3750	0.6875-0.7188	0.9290	36	
0.3750-0.4062	0.6875-0.7188	0.9062	35	
0.4062-0.4375	0.6875-0.7188		26	single_class
0.4375-0.4688	0.6875-0.7188	0.8978	37	
0.4688-0.5000	0.6875-0.7188	0.6437	32	
0.5000-0.5312	0.6875-0.7188	0.9349	48	
0.5312-0.5625	0.6875-0.7188	0.8701	40	
0.5625-0.5938	0.6875-0.7188	0.8265	44	
0.5938-0.6250	0.6875-0.7188	0.9654	36	
0.6250-0.6562	0.6875-0.7188	0.9647	27	
0.6562-0.6875	0.6875-0.7188	1.0000	31	
0.6875-0.7188	0.6875-0.7188	0.9543	39	
0.7188-0.7500	0.6875-0.7188	0.9663	38	
0.7500-0.7812	0.6875-0.7188	0.9066	27	
0.7812-0.8125	0.6875-0.7188	0.9480	35	
0.8125-0.8438	0.6875-0.7188	0.9412	31	
0.8438-0.8750	0.6875-0.7188	0.9381	36	
0.8750-0.9062	0.6875-0.7188	0.9359	25	
0.9062-0.9375	0.6875-0.7188	0.5824	41	
0.9375-0.9688	0.6875-0.7188	0.9703	42	
0.9688-1.0000	0.6875-0.7188	0.8217	105	
0.0000-0.0312	0.7188-0.7500	0.7852	392	
0.0312-0.0625	0.7188-0.7500		42	single_class
0.0625-0.0938	0.7188-0.7500		65	single_class
0.0938-0.1250	0.7188-0.7500	1.0000	51	
0.1250-0.1562	0.7188-0.7500	0.9778	46	
0.1562-0.1875	0.7188-0.7500	1.0000	48	
0.1875-0.2188	0.7188-0.7500	1.0000	69	
0.2188-0.2500	0.7188-0.7500	0.9815	55	
0.2500-0.2812	0.7188-0.7500	0.7847	51	
0.2812-0.3125	0.7188-0.7500	0.8796	58	
0.3125-0.3438	0.7188-0.7500	0.9766	60	
0.3438-0.3750	0.7188-0.7500	0.9938	44	
0.3750-0.4062	0.7188-0.7500	0.8688	37	
0.4062-0.4375	0.7188-0.7500	1.0000	46	
0.4375-0.4688	0.7188-0.7500	0.9787	55	
0.4688-0.5000	0.7188-0.7500	0.9617	57	
0.5000-0.5312	0.7188-0.7500	0.9792	38	
0.5312-0.5625	0.7188-0.7500	1.0000	33	
0.5625-0.5938	0.7188-0.7500	0.8400	32	
0.5938-0.6250	0.7188-0.7500	0.8869	40	
0.6250-0.6562	0.7188-0.7500	0.9454	41	
0.6562-0.6875	0.7188-0.7500	0.9789	44	
0.6875-0.7188	0.7188-0.7500	0.9259	36	
0.7188-0.7500	0.7188-0.7500	0.9313	64	
0.7500-0.7812	0.7188-0.7500	0.8852	47	
0.7812-0.8125	0.7188-0.7500	0.9202	45	
0.8125-0.8438	0.7188-0.7500	1.0000	38	
0.8438-0.8750	0.7188-0.7500	0.9136	51	
0.8750-0.9062	0.7188-0.7500	0.9718	48	
0.9062-0.9375	0.7188-0.7500	0.8456	41	
0.9375-0.9688	0.7188-0.7500	0.8705	46	
0.9688-1.0000	0.7188-0.7500	0.8636	117	
0.0000-0.0312	0.7500-0.7812	0.9177	278	
0.0312-0.0625	0.7500-0.7812		38	single_class
0.0625-0.0938	0.7500-0.7812		58	single_class
0.0938-0.1250	0.7500-0.7812	1.0000	53	
0.1250-0.1562	0.7500-0.7812		44	single_class
0.1562-0.1875	0.7500-0.7812	1.0000	44	
0.1875-0.2188	0.7500-0.7812		55	single_class
0.2188-0.2500	0.7500-0.7812	1.0000	51	
0.2500-0.2812	0.7500-0.7812	1.0000	46	
0.2812-0.3125	0.7500-0.7812	1.0000	62	
0.3125-0.3438	0.7500-0.7812	0.5196	53	
0.3438-0.3750	0.7500-0.7812	0.7714	42	
0.3750-0.4062	0.7500-0.7812	0.9714	39	
0.4062-0.4375	0.7500-0.7812	0.9818	49	
0.4375-0.4688	0.7500-0.7812	1.0000	43	
0.4688-0.5000	0.7500-0.7812	0.8816	40	
0.5000-0.5312	0.7500-0.7812	0.8596	44	
0.5312-0.5625	0.7500-0.7812	0.8526	32	
0.5625-0.5938	0.7500-0.7812	0.8981	39	
0.5938-0.6250	0.7500-0.7812	0.9698	37	
0.6250-0.6562	0.7500-0.7812	0.9167	27	
0.6562-0.6875	0.7500-0.7812	0.9632	29	
0.6875-0.7188	0.7500-0.7812	0.9687	40	
0.7188-0.7500	0.7500-0.7812	0.9352	39	
0.7500-0.7812	0.7500-0.7812	0.9271	36	
0.7812-0.8125	0.7500-0.7812	0.9280	38	
0.8125-0.8438	0.7500-0.7812	0.9400	33	
0.8438-0.8750	0.7500-0.7812	0.9171	52	
0.8750-0.9062	0.7500-0.7812	0.9500	38	
0.9062-0.9375	0.7500-0.7812	0.6912	33	
0.9375-0.9688	0.7500-0.7812	0.7679	38	
0.9688-1.0000	0.7500-0.7812	0.7364	96	
0.0000-0.0312	0.7812-0.8125	0.7623	311	
0.0312-0.0625	0.7812-0.8125		32	single_class
0.0625-0.0938	0.7812-0.8125		62	single_class
0.0938-0.1250	0.7812-0.8125	0.9309	46	
0.1250-0.1562	0.7812-0.8125		40	single_class
0.1562-0.1875	0.7812-0.8125	1.0000	40	
0.1875-0.2188	0.7812-0.8125	0.7736	55	
0.2188-0.2500	0.7812-0.8125	1.0000	44	
0.2500-0.2812	0.7812-0.8125	0.9118	35	
0.2812-0.3125	0.7812-0.8125	0.9841	43	
0.3125-0.3438	0.7812-0.8125	0.9736	58	
0.3438-0.3750	0.7812-0.8125	1.0000	31	
0.3750-0.4062	0.7812-0.8125	0.8836	30	
0.4062-0.4375	0.7812-0.8125	0.9300	45	
0.4375-0.4688	0.7812-0.8125	0.6293	33	
0.4688-0.5000	0.7812-0.8125	0.8889	33	
0.5000-0.5312	0.7812-0.8125	0.9077	38	
0.5312-0.5625	0.7812-0.8125	0.9058	35	
0.5625-0.5938	0.7812-0.8125	0.7500	30	
0.5938-0.6250	0.7812-0.8125	0.7679	26	
0.6250-0.6562	0.7812-0.8125	0.9583	32	
0.6562-0.6875	0.7812-0.8125	0.9100	34	
0.6875-0.7188	0.7812-0.8125	0.9737	43	
0.7188-0.7500	0.7812-0.8125	0.9500	44	
0.7500-0.7812	0.7812-0.8125	0.9006	51	
0.7812-0.8125	0.7812-0.8125	0.8117	49	
0.8125-0.8438	0.7812-0.8125	0.9632	29	
0.8438-0.8750	0.7812-0.8125	0.9680	42	
0.8750-0.9062	0.7812-0.8125	0.8606	55	
0.9062-0.9375	0.7812-0.8125	0.8742	63	
0.9375-0.9688	0.7812-0.8125	0.9063	59	
0.9688-1.0000	0.7812-0.8125	0.8525	114	
0.0000-0.0312	0.8125-0.8438	0.9520	261	
0.0312-0.0625	0.8125-0.8438		45	single_class
0.0625-0.0938	0.8125-0.8438		56	single_class
0.0938-0.1250	0.8125-0.8438	1.0000	45	
0.1250-0.1562	0.8125-0.8438		48	single_class
0.1562-0.1875	0.8125-0.8438	0.9111	48	
0.1875-0.2188	0.8125-0.8438	0.9792	52	
0.2188-0.2500	0.8125-0.8438	0.9778	63	
0.2500-0.2812	0.8125-0.8438	1.0000	44	
0.2812-0.3125	0.8125-0.8438	0.5660	55	
0.3125-0.3438	0.8125-0.8438	0.9778	46	
0.3438-0.3750	0.8125-0.8438	0.9730	41	
0.3750-0.4062	0.8125-0.8438	1.0000	24	
0.4062-0.4375	0.8125-0.8438	0.8974	44	
0.4375-0.4688	0.8125-0.8438	0.9924	37	
0.4688-0.5000	0.8125-0.8438	0.9000	37	
0.5000-0.5312	0.8125-0.8438	1.0000	36	
0.5312-0.5625	0.8125-0.8438	0.8426	35	
0.5625-0.5938	0.8125-0.8438	0.8854	32	
0.5938-0.6250	0.8125-0.8438	1.0000	26	
0.6250-0.6562	0.8125-0.8438	0.6587	27	
0.6562-0.6875	0.8125-0.8438	0.8694	42	
0.6875-0.7188	0.8125-0.8438	0.9931	36	
0.7188-0.7500	0.8125-0.8438	0.9098	47	
0.7500-0.7812	0.8125-0.8438	0.9444	31	
0.7812-0.8125	0.8125-0.8438	0.8696	36	
0.8125-0.8438	0.8125-0.8438	0.9792	26	
0.8438-0.8750	0.8125-0.8438	0.9091	27	
0.8750-0.9062	0.8125-0.8438	0.9201	34	
0.9062-0.9375	0.8125-0.8438	0.8158	31	
0.9375-0.9688	0.8125-0.8438	0.9318	34	
0.9688-1.0000	0.8125-0.8438	0.8811	89	
0.0000-0.0312	0.8438-0.8750	0.9643	265	
0.0312-0.0625	0.8438-0.8750	1.0000	27	
0.0625-0.0938	0.8438-0.8750		54	single_class
0.0938-0.1250	0.8438-0.8750	1.0000	32	
0.1250-0.1562	0.8438-0.8750		47	single_class
0.1562-0.1875	0.8438-0.8750		50	single_class
0.1875-0.2188	0.8438-0.8750	0.9881	59	
0.2188-0.2500	0.8438-0.8750	0.9487	55	
0.2500-0.2812	0.8438-0.8750	1.0000	36	
0.2812-0.3125	0.8438-0.8750	0.9844	36	
0.3125-0.3438	0.8438-0.8750	1.0000	41	
0.3438-0.3750	0.8438-0.8750	0.8839	32	
0.3750-0.4062	0.8438-0.8750	0.9655	32	
0.4062-0.4375	0.8438-0.8750	0.8382	36	
0.4375-0.4688	0.8438-0.8750	0.8182	37	
0.4688-0.5000	0.8438-0.8750	0.9688	32	
0.5000-0.5312	0.8438-0.8750	0.9931	34	
0.5312-0.5625	0.8438-0.8750	0.9298	22	
0.5625-0.5938	0.8438-0.8750	0.7714	32	
0.5938-0.6250	0.8438-0.8750	0.7278	28	
0.6250-0.6562	0.8438-0.8750	0.8916	35	
0.6562-0.6875	0.8438-0.8750	0.9328	34	
0.6875-0.7188	0.8438-0.8750	0.9513	43	
0.7188-0.7500	0.8438-0.8750	0.8766	51	
0.7500-0.7812	0.8438-0.8750	0.8759	47	
0.7812-0.8125	0.8438-0.8750	0.9907	39	
0.8125-0.8438	0.8438-0.8750	0.9875	26	
0.8438-0.8750	0.8438-0.8750	0.9500	44	
0.8750-0.9062	0.8438-0.8750	0.9821	26	
0.9062-0.9375	0.8438-0.8750	0.8059	37	
0.9375-0.9688	0.8438-0.8750	0.8959	48	
0.9688-1.0000	0.8438-0.8750	0.8528	96	
0.0000-0.0312	0.8750-0.9062	0.9197	183	
0.0312-0.0625	0.8750-0.9062		25	single_class
0.0625-0.0938	0.8750-0.9062		52	single_class
0.0938-0.1250	0.8750-0.9062	1.0000	35	
0.1250-0.1562	0.8750-0.9062	0.9697	35	
0.1562-0.1875	0.8750-0.9062	1.0000	38	
0.1875-0.2188	0.8750-0.9062	1.0000	36	
0.2188-0.2500	0.8750-0.9062	1.0000	53	
0.2500-0.2812	0.8750-0.9062	1.0000	36	
0.2812-0.3125	0.8750-0.9062	0.9868	42	
0.3125-0.3438	0.8750-0.9062	1.0000	24	
0.3438-0.3750	0.8750-0.9062	0.9306	38	
0.3750-0.4062	0.8750-0.9062	0.9750	22	
0.4062-0.4375	0.8750-0.9062	0.9437	40	
0.4375-0.4688	0.8750-0.9062	0.8128	36	
0.4688-0.5000	0.8750-0.9062	0.9310	34	
0.5000-0.5312	0.8750-0.9062	1.0000	26	
0.5312-0.5625	0.8750-0.9062	0.9345	29	
0.5625-0.5938	0.8750-0.9062	0.9444	21	
0.5938-0.6250	0.8750-0.9062	0.9611	27	
0.6250-0.6562	0.8750-0.9062	0.7444	26	
0.6562-0.6875	0.8750-0.9062	0.9835	27	
0.6875-0.7188	0.8750-0.9062	0.9464	29	
0.7188-0.7500	0.8750-0.9062	0.9225	39	
0.7500-0.7812	0.8750-0.9062	0.9976	41	
0.7812-0.8125	0.8750-0.9062	0.9118	33	
0.8125-0.8438	0.8750-0.9062		19	below_min_n
0.8438-0.8750	0.8750-0.9062	0.9524	37	
0.8750-0.9062	0.8750-0.9062	0.9309	40	
0.9062-0.9375	0.8750-0.9062	0.9250	31	
0.9375-0.9688	0.8750-0.9062	0.9394	31	
0.9688-1.0000	0.8750-0.9062	0.8804	70	
0.0000-0.0312	0.9062-0.9375	0.7660	358	
0.0312-0.0625	0.9062-0.9375		28	single_class
0.0625-0.0938	0.9062-0.9375		35	single_class
0.0938-0.1250	0.9062-0.9375	0.9795	44	
0.1250-0.1562	0.9062-0.9375	1.0000	36	
0.1562-0.1875	0.9062-0.9375	1.0000	40	
0.1875-0.2188	0.9062-0.9375	0.4737	39	
0.2188-0.2500	0.9062-0.9375	0.7083	46	
0.2500-0.2812	0.9062-0.9375	0.7308	45	
0.2812-0.3125	0.9062-0.9375	0.9264	53	
0.3125-0.3438	0.9062-0.9375	1.0000	30	
0.3438-0.3750	0.9062-0.9375	0.7650	35	
0.3750-0.4062	0.9062-0.9375	0.8833	26	
0.4062-0.4375	0.9062-0.9375	0.7749	32	
0.4375-0.4688	0.9062-0.9375	0.9071	38	
0.4688-0.5000	0.9062-0.9375	0.7421	43	
0.5000-0.5312	0.9062-0.9375	0.7976	44	
0.5312-0.5625	0.9062-0.9375	0.8256	28	
0.5625-0.5938	0.9062-0.9375	0.8052	29	
0.5938-0.6250	0.9062-0.9375	0.9250	30	
0.6250-0.6562	0.9062-0.9375	0.9231	22	
0.6562-0.6875	0.9062-0.9375	0.9771	35	
0.6875-0.7188	0.9062-0.9375	0.9318	38	
0.7188-0.7500	0.9062-0.9375	0.9086	58	
0.7500-0.7812	0.9062-0.9375	0.8373	47	
0.7812-0.8125	0.9062-0.9375	0.9074	54	
0.8125-0.8438	0.9062-0.9375	0.9664	48	
0.8438-0.8750	0.9062-0.9375	0.8949	58	
0.8750-0.9062	0.9062-0.9375	0.9510	49	
0.9062-0.9375	0.9062-0.9375	0.7715	78	
0.9375-0.9688	0.9062-0.9375	0.9015	59	
0.9688-1.0000	0.9062-0.9375	0.8526	174	
0.0000-0.0312	0.9375-0.9688	0.8383	273	
0.0312-0.0625	0.9375-0.9688		30	single_class
0.0625-0.0938	0.9375-0.9688		64	single_class
0.0938-0.1250	0.9375-0.9688	1.0000	41	
0.1250-0.1562	0.9375-0.9688	0.9686	56	
0.1562-0.1875	0.9375-0.9688	0.9167	35	
0.1875-0.2188	0.9375-0.9688	0.6667	50	
0.2188-0.2500	0.9375-0.9688	0.9619	47	
0.2500-0.2812	0.9375-0.9688	0.9318	49	
0.2812-0.3125	0.9375-0.9688	0.7700	60	
0.3125-0.3438	0.9375-0.9688	0.8846	47	
0.3438-0.3750	0.9375-0.9688	0.8520	35	
0.3750-0.4062	0.9375-0.9688	0.8686	32	
0.4062-0.4375	0.9375-0.9688	0.8415	50	
0.4375-0.4688	0.9375-0.9688	0.9228	44	
0.4688-0.5000	0.9375-0.9688	0.9333	41	
0.5000-0.5312	0.9375-0.9688	0.9101	34	
0.5312-0.5625	0.9375-0.9688	0.8140	33	
0.5625-0.5938	0.9375-0.9688	0.7333	26	
0.5938-0.6250	0.9375-0.9688	0.9011	39	
0.6250-0.6562	0.9375-0.9688	0.9262	44	
0.6562-0.6875	0.9375-0.9688	0.9740	25	
0.6875-0.7188	0.9375-0.9688	0.9213	48	
0.7188-0.7500	0.9375-0.9688	0.8996	60	
0.7500-0.7812	0.9375-0.9688	0.9526	56	
0.7812-0.8125	0.9375-0.9688	0.7520	45	
0.8125-0.8438	0.9375-0.9688	0.9707	40	
0.8438-0.8750	0.9375-0.9688	0.9916	60	
0.8750-0.9062	0.9375-0.9688	0.8703	50	
0.9062-0.9375	0.9375-0.9688	0.9062	61	
0.9375-0.9688	0.9375-0.9688	0.9143	62	
0.9688-1.0000	0.9375-0.9688	0.9294	129	
0.0000-0.0312	0.9688-1.0000	0.7757	566	
0.0312-0.0625	0.9688-1.0000		38	single_class
0.0625-0.0938	0.9688-1.0000	0.5895	96	
0.0938-0.1250	0.9688-1.0000	1.0000	88	
0.1250-0.1562	0.9688-1.0000	0.8718	68	
0.1562-0.1875	0.9688-1.0000	0.8709	77	
0.1875-0.2188	0.9688-1.0000	0.8272	86	
0.2188-0.2500	0.9688-1.0000	0.7636	87	
0.2500-0.2812	0.9688-1.0000	0.7240	71	
0.2812-0.3125	0.9688-1.0000	0.8594	105	
0.3125-0.3438	0.9688-1.0000	0.9041	97	
0.3438-0.3750	0.9688-1.0000	0.9299	84	
0.3750-0.4062	0.9688-1.0000	0.7922	71	
0.4062-0.4375	0.9688-1.0000	0.8775	67	
0.4375-0.4688	0.9688-1.0000	0.8537	75	
0.4688-0.5000	0.9688-1.0000	0.8743	78	
0.5000-0.5312	0.9688-1.0000	0.8607	69	
0.5312-0.5625	0.9688-1.0000	0.8058	79	
0.5625-0.5938	0.9688-1.0000	0.8513	69	
0.5938-0.6250	0.9688-1.0000	0.8462	82	
0.6250-0.6562	0.9688-1.0000	0.9157	75	
0.6562-0.6875	0.9688-1.0000	0.9462	73	
0.6875-0.7188	0.9688-1.0000	0.9495	84	
0.7188-0.7500	0.9688-1.0000	0.9107	132	
0.7500-0.7812	0.9688-1.0000	0.9012	112	
0.7812-0.8125	0.9688-1.0000	0.7836	104	
0.8125-0.8438	0.9688-1.0000	0.9175	88	
0.8438-0.8750	0.9688-1.0000	0.9172	155	
0.8750-0.9062	0.9688-1.0000	0.8816	99	
0.9062-0.9375	0.9688-1.0000	0.8327	159	
0.9375-0.9688	0.9688-1.0000	0.9500	156	
0.9688-1.0000	0.9688-1.0000	0.8246	368	

=== epinions | variant=inout_inout | binning=fixed | n_buckets=32 | model=GINEConv ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.0000-0.0312	0.0000-0.0312	0.8929	6838	
0.0312-0.0625	0.0000-0.0312		903	single_class
0.0625-0.0938	0.0000-0.0312	0.7772	866	
0.0938-0.1250	0.0000-0.0312	0.9151	798	
0.1250-0.1562	0.0000-0.0312	0.9965	570	
0.1562-0.1875	0.0000-0.0312	0.8966	565	
0.1875-0.2188	0.0000-0.0312	0.9824	385	
0.2188-0.2500	0.0000-0.0312	0.9358	418	
0.2500-0.2812	0.0000-0.0312	0.9323	320	
0.2812-0.3125	0.0000-0.0312	0.8073	365	
0.3125-0.3438	0.0000-0.0312	0.9426	358	
0.3438-0.3750	0.0000-0.0312	0.9142	249	
0.3750-0.4062	0.0000-0.0312	0.9443	244	
0.4062-0.4375	0.0000-0.0312	0.9533	165	
0.4375-0.4688	0.0000-0.0312	0.9845	227	
0.4688-0.5000	0.0000-0.0312	0.9274	254	
0.5000-0.5312	0.0000-0.0312	0.9987	239	
0.5312-0.5625	0.0000-0.0312	0.9643	202	
0.5625-0.5938	0.0000-0.0312	0.9470	199	
0.5938-0.6250	0.0000-0.0312	0.9322	170	
0.6250-0.6562	0.0000-0.0312	0.9760	188	
0.6562-0.6875	0.0000-0.0312	0.9318	162	
0.6875-0.7188	0.0000-0.0312	0.9671	256	
0.7188-0.7500	0.0000-0.0312	0.9486	280	
0.7500-0.7812	0.0000-0.0312	0.9681	238	
0.7812-0.8125	0.0000-0.0312	0.9697	234	
0.8125-0.8438	0.0000-0.0312	0.9712	224	
0.8438-0.8750	0.0000-0.0312	0.9685	303	
0.8750-0.9062	0.0000-0.0312	0.9599	219	
0.9062-0.9375	0.0000-0.0312	0.9135	261	
0.9375-0.9688	0.0000-0.0312	0.9461	304	
0.9688-1.0000	0.0000-0.0312	0.9232	754	
0.0000-0.0312	0.0312-0.0625	0.8570	511	
0.0312-0.0625	0.0312-0.0625		268	single_class
0.0625-0.0938	0.0312-0.0625		214	single_class
0.0938-0.1250	0.0312-0.0625	1.0000	203	
0.1250-0.1562	0.0312-0.0625	1.0000	154	
0.1562-0.1875	0.0312-0.0625	0.6522	70	
0.1875-0.2188	0.0312-0.0625		52	single_class
